Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.00 2669970/2669970     std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >::operator[](unsigned long) [40]
                0.00    0.01     398/398         std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >::erase(__gnu_cxx::__normal_iterator<std::vector<Sequence, std::allocator<Sequence> >*, std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > > >) [65]
                0.00    0.00    3370/3370        std::vector<Sequence, std::allocator<Sequence> >::operator=(std::vector<Sequence, std::allocator<Sequence> > const&) [75]
                0.00    0.00     199/399         std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >::push_back(std::vector<Sequence, std::allocator<Sequence> > const&) [84]
                0.00    0.00    6536/2705220     std::vector<Sequence, std::allocator<Sequence> >::size() const [39]
                0.00    0.00    6138/8142714     std::vector<Sequence, std::allocator<Sequence> >::operator[](unsigned long) [38]
                0.00    0.00     597/598         std::vector<Sequence, std::allocator<Sequence> >::vector() [245]
                0.00    0.00     597/11940       std::vector<Sequence, std::allocator<Sequence> >::~vector() [173]
                0.00    0.00     398/398         std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >::begin() [256]
                0.00    0.00     398/1137        __gnu_cxx::__normal_iterator<std::vector<Sequence, std::allocator<Sequence> >*, std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > > >::operator+(long const&) const [228]
                0.00    0.00       1/46          std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >::size() const [298]
-----------------------------------------------
                0.00   30.08     199/199         UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&) [5]
[6]     30.1    0.00   30.08     199         align_clusters(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [6]
                0.00   30.01     153/153         choose_seq_group_align(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [7]
                0.00    0.07      46/58563       run_pairwise_alignment(Sequence&, Sequence&, bool) [2]
                0.00    0.00     353/2705220     std::vector<Sequence, std::allocator<Sequence> >::size() const [39]
                0.00    0.00      92/8142714     std::vector<Sequence, std::allocator<Sequence> >::operator[](unsigned long) [38]
-----------------------------------------------
                0.00   30.01     153/153         align_clusters(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [6]
[7]     30.0    0.00   30.01     153         choose_seq_group_align(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [7]
                0.00   29.74   18717/58563       run_pairwise_alignment(Sequence&, Sequence&, bool) [2]
                0.00    0.27     153/153         setup_group_alignment(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, int) [22]
                0.00    0.00   19638/2705220     std::vector<Sequence, std::allocator<Sequence> >::size() const [39]
                0.00    0.00   37434/8142714     std::vector<Sequence, std::allocator<Sequence> >::operator[](unsigned long) [38]
-----------------------------------------------
                0.00    0.00  165402/14343306688     nw_on_group(std::vector<int, std::allocator<int> >&, int, int, std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [32]
                0.13    0.00 61631306/14343306688     nw_seq_to_seq(std::string&, std::string&, std::string&, std::string&, std::vector<int, std::allocator<int> >&, int, int) [20]
               29.76    0.00 14281509980/14343306688     create_matrix(std::string&, std::string&, int, int, unsigned long) [3]
[8]     29.9   29.89    0.00 14343306688         std::vector<int, std::allocator<int> >::operator[](unsigned long) [8]
-----------------------------------------------
               19.64    0.00 7125709028/7125709028     create_matrix(std::string&, std::string&, int, int, unsigned long) [3]
[9]     19.7   19.64    0.00 7125709028         int const& std::max<int>(int const&, int const&) [9]
-----------------------------------------------
                0.86    7.21   58716/58716       create_matrix(std::string&, std::string&, int, int, unsigned long) [3]
[10]     8.1    0.86    7.21   58716         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [10]
                0.00    7.21   58716/58716       std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [11]
                0.00    0.00   58716/58716       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [144]
-----------------------------------------------
                0.00    7.21   58716/58716       std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [10]
[11]     7.2    0.00    7.21   58716         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [11]
                0.01    7.20   58716/58716       void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [12]
                0.00    0.00   58716/117432      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [127]
-----------------------------------------------
                0.01    7.20   58716/58716       std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [11]
[12]     7.2    0.01    7.20   58716         void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [12]
                0.00    7.20   58716/58716       void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [15]
-----------------------------------------------
                0.00    7.20   58716/58716       void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [15]
[13]     7.2    0.00    7.20   58716         void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [13]
                0.00    7.20   58716/58716       int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [16]
-----------------------------------------------
                7.20    0.00   58716/58716       int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [16]
[14]     7.2    7.20    0.00   58716         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&) [14]
-----------------------------------------------
                0.00    7.20   58716/58716       void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [12]
[15]     7.2    0.00    7.20   58716         void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [15]
                0.00    7.20   58716/58716       void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [13]
-----------------------------------------------
                0.00    7.20   58716/58716       void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [13]
[16]     7.2    0.00    7.20   58716         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [16]
                7.20    0.00   58716/58716       __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&) [14]
                0.00    0.00   58716/58716       std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [146]
-----------------------------------------------
                4.53    1.53 1333300/1333300     UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&) [5]
[17]     6.1    4.53    1.53 1333300         mean_difference(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, std::vector<float, std::allocator<float> >) [17]
                1.47    0.00 1314206800/1314246800     std::vector<float, std::allocator<float> >::operator[](unsigned long) [19]
                0.04    0.00 4686352/4711059     Sequence::Sequence(Sequence const&) [27]
                0.01    0.00 2666600/2705220     std::vector<Sequence, std::allocator<Sequence> >::size() const [39]
                0.01    0.00 4686352/8142714     std::vector<Sequence, std::allocator<Sequence> >::operator[](unsigned long) [38]
                0.00    0.00 4686352/4719924     Sequence::~Sequence() [105]
                0.00    0.00 3285517/3285517     std::sqrt(float) [106]
-----------------------------------------------
                0.01    0.00     153/58716       setup_group_alignment(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, int) [22]
                4.03    0.00   58563/58716       run_pairwise_alignment(Sequence&, Sequence&, bool) [2]
[18]     4.0    4.04    0.00   58716         std::vector<int, std::allocator<int> >::~vector() [18]
                0.00    0.00   58716/117432      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [127]
                0.00    0.00   58716/58716       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [145]
                0.00    0.00   58716/58716       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [148]
-----------------------------------------------
                0.00    0.00   40000/1314246800     calc_distances(int, std::vector<Sequence, std::allocator<Sequence> >&) [4]
                1.47    0.00 1314206800/1314246800     mean_difference(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, std::vector<float, std::allocator<float> >) [17]
[19]     1.5    1.47    0.00 1314246800         std::vector<float, std::allocator<float> >::operator[](unsigned long) [19]
-----------------------------------------------
                0.27    0.35   58563/58563       run_pairwise_alignment(Sequence&, Sequence&, bool) [2]
[20]     0.6    0.27    0.35   58563         nw_seq_to_seq(std::string&, std::string&, std::string&, std::string&, std::vector<int, std::allocator<int> >&, int, int) [20]
                0.22    0.00 40147668/43573911     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [23]
                0.13    0.00 61631306/14343306688     std::vector<int, std::allocator<int> >::operator[](unsigned long) [8]
-----------------------------------------------
                0.01    0.00     200/6338        read_fasta_file(std::string) [37]
                0.34    0.00    6138/6338        UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&) [5]
[21]     0.4    0.35    0.01    6338         std::vector<Sequence, std::allocator<Sequence> >::push_back(Sequence const&) [21]
                0.00    0.01     972/972         void std::vector<Sequence, std::allocator<Sequence> >::_M_emplace_back_aux<Sequence const&>(Sequence const&) [54]
                0.00    0.00    5366/6338        _ZNSt16allocator_traitsISaI8SequenceEE9constructIS0_IRKS0_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS1_PT_DpOS6_ [79]
-----------------------------------------------
                0.00    0.27     153/153         choose_seq_group_align(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [7]
[22]     0.3    0.00    0.27     153         setup_group_alignment(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, int) [22]
                0.08    0.15     153/58716       create_matrix(std::string&, std::string&, int, int, unsigned long) [3]
                0.01    0.02     153/153         nw_on_group(std::vector<int, std::allocator<int> >&, int, int, std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [32]
                0.01    0.00     153/58716       std::vector<int, std::allocator<int> >::~vector() [18]
                0.00    0.00     612/8142714     std::vector<Sequence, std::allocator<Sequence> >::operator[](unsigned long) [38]
-----------------------------------------------
                0.02    0.00 3426243/43573911     nw_on_group(std::vector<int, std::allocator<int> >&, int, int, std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [32]
                0.22    0.00 40147668/43573911     nw_seq_to_seq(std::string&, std::string&, std::string&, std::string&, std::vector<int, std::allocator<int> >&, int, int) [20]
[23]     0.2    0.24    0.00 43573911         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [23]
-----------------------------------------------
                0.00    0.11 1333300/1333300     UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&) [5]
[24]     0.1    0.00    0.11 1333300         std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [24]
                0.01    0.04 1333300/1333301     std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [26]
                0.00    0.04 1333300/1333300     float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&) [30]
                0.01    0.00 1333300/1333300     std::vector<float, std::allocator<float> >::begin() const [50]
                0.00    0.01 1333300/1333300     __gnu_cxx::__alloc_traits<std::allocator<float> >::_S_select_on_copy(std::allocator<float> const&) [52]
                0.00    0.00 1333300/1333300     std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [120]
                0.00    0.00 1333300/1333300     std::vector<float, std::allocator<float> >::size() const [122]
                0.00    0.00 1333300/2666602     std::allocator<float>::~allocator() [108]
                0.00    0.00 1333300/2666602     std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [109]
                0.00    0.00 1333300/1333300     std::vector<float, std::allocator<float> >::end() const [121]
-----------------------------------------------
                0.07    0.00   58563/58563       run_pairwise_alignment(Sequence&, Sequence&, bool) [2]
[25]     0.1    0.07    0.00   58563         calculate_similarity(std::string, std::string) [25]
-----------------------------------------------
                0.00    0.00       1/1333301     std::vector<float, std::allocator<float> >::vector(unsigned long, std::allocator<float> const&) [96]
                0.01    0.04 1333300/1333301     std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [24]
[26]     0.1    0.01    0.04 1333301         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [26]
                0.02    0.00 1333301/1333301     std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [34]
                0.01    0.01 1333301/1333301     std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [35]
-----------------------------------------------
                0.00    0.00    2760/4711059     void std::_Construct<Sequence, Sequence&>(Sequence*, Sequence&) [85]
                0.00    0.00    6338/4711059     void __gnu_cxx::new_allocator<Sequence>::construct<Sequence, Sequence const&>(Sequence*, Sequence const&) [77]
                0.00    0.00   15609/4711059     void std::_Construct<Sequence, Sequence const&>(Sequence*, Sequence const&) [71]
                0.04    0.00 4686352/4711059     mean_difference(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, std::vector<float, std::allocator<float> >) [17]
[27]     0.0    0.04    0.00 4711059         Sequence::Sequence(Sequence const&) [27]
-----------------------------------------------
                0.00    0.04 1333300/1333300     float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [29]
[28]     0.0    0.00    0.04 1333300         float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [28]
                0.00    0.04 1333300/1333300     float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [31]
-----------------------------------------------
                0.00    0.04 1333300/1333300     float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&) [30]
[29]     0.0    0.00    0.04 1333300         float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [29]
                0.00    0.04 1333300/1333300     float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [28]
-----------------------------------------------
                0.00    0.04 1333300/1333300     std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [24]
[30]     0.0    0.00    0.04 1333300         float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&) [30]
                0.00    0.04 1333300/1333300     float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [29]
-----------------------------------------------
                0.00    0.04 1333300/1333300     float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [28]
[31]     0.0    0.00    0.04 1333300         float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [31]
                0.01    0.02 1333300/1333300     float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [33]
                0.01    0.00 2666600/2666600     std::_Miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [43]
-----------------------------------------------
                0.01    0.02     153/153         setup_group_alignment(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, int) [22]
[32]     0.0    0.01    0.02     153         nw_on_group(std::vector<int, std::allocator<int> >&, int, int, std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [32]
                0.02    0.00 3426243/43573911     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [23]
                0.00    0.00 3332286/8142714     std::vector<Sequence, std::allocator<Sequence> >::operator[](unsigned long) [38]
                0.00    0.00  165402/14343306688     std::vector<int, std::allocator<int> >::operator[](unsigned long) [8]
                0.00    0.00     306/2705220     std::vector<Sequence, std::allocator<Sequence> >::size() const [39]
                0.00    0.00 6858532/6858532     std::vector<std::string, std::allocator<std::string> >::operator[](unsigned long) [104]
                0.00    0.00     306/306         std::allocator<std::string>::allocator() [263]
                0.00    0.00     306/306         std::vector<std::string, std::allocator<std::string> >::vector(unsigned long, std::string const&, std::allocator<std::string> const&) [274]
                0.00    0.00     306/612         std::allocator<std::string>::~allocator() [239]
                0.00    0.00     306/306         std::vector<std::string, std::allocator<std::string> >::~vector() [275]
-----------------------------------------------
                0.01    0.02 1333300/1333300     float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [31]
[33]     0.0    0.01    0.02 1333300         float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [33]
                0.00    0.01 2666600/2666600     std::_Niter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [44]
                0.01    0.00 1333300/1333300     float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*) [51]
                0.00    0.00 1333300/1333301     std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [118]
-----------------------------------------------
                0.02    0.00 1333301/1333301     std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [26]
[34]     0.0    0.02    0.00 1333301         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [34]
                0.00    0.00 1333301/2666601     std::allocator<float>::allocator(std::allocator<float> const&) [55]
-----------------------------------------------
                0.01    0.01 1333301/1333301     std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [26]
[35]     0.0    0.01    0.01 1333301         std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [35]
                0.00    0.01 1333301/1333301     std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [46]
-----------------------------------------------
                0.00    0.00       1/1333301     main [1]
                0.00    0.02 1333300/1333301     UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&) [5]
[36]     0.0    0.00    0.02 1333301         std::vector<float, std::allocator<float> >::~vector() [36]
                0.01    0.00 1333301/1333301     void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [49]
                0.00    0.01 1333301/1333301     std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [48]
                0.00    0.00 1333301/2666602     std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [109]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[37]     0.0    0.00    0.01       1         read_fasta_file(std::string) [37]
                0.01    0.00     200/6338        std::vector<Sequence, std::allocator<Sequence> >::push_back(Sequence const&) [21]
                0.00    0.00       1/598         std::vector<Sequence, std::allocator<Sequence> >::vector() [245]
                0.00    0.00       1/1           Sequence::Sequence() [378]
                0.00    0.00       1/4719924     Sequence::~Sequence() [105]
-----------------------------------------------
                0.00    0.00      92/8142714     align_clusters(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [6]
                0.00    0.00     200/8142714     main [1]
                0.00    0.00     612/8142714     setup_group_alignment(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, int) [22]
                0.00    0.00    6138/8142714     UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&) [5]
                0.00    0.00   37434/8142714     choose_seq_group_align(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [7]
                0.00    0.00   79600/8142714     calc_distances(int, std::vector<Sequence, std::allocator<Sequence> >&) [4]
                0.00    0.00 3332286/8142714     nw_on_group(std::vector<int, std::allocator<int> >&, int, int, std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [32]
                0.01    0.00 4686352/8142714     mean_difference(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, std::vector<float, std::allocator<float> >) [17]
[38]     0.0    0.01    0.00 8142714         std::vector<Sequence, std::allocator<Sequence> >::operator[](unsigned long) [38]
-----------------------------------------------
                0.00    0.00     202/2705220     main [1]
                0.00    0.00     306/2705220     nw_on_group(std::vector<int, std::allocator<int> >&, int, int, std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [32]
                0.00    0.00     353/2705220     align_clusters(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [6]
                0.00    0.00     399/2705220     std::vector<Sequence, std::allocator<Sequence> >::vector(std::vector<Sequence, std::allocator<Sequence> > const&) [83]
                0.00    0.00     972/2705220     void std::vector<Sequence, std::allocator<Sequence> >::_M_emplace_back_aux<Sequence const&>(Sequence const&) [54]
                0.00    0.00    3888/2705220     std::vector<Sequence, std::allocator<Sequence> >::_M_check_len(unsigned long, char const*) const [89]
                0.00    0.00    6326/2705220     std::vector<Sequence, std::allocator<Sequence> >::operator=(std::vector<Sequence, std::allocator<Sequence> > const&) [75]
                0.00    0.00    6536/2705220     UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&) [5]
                0.00    0.00   19638/2705220     choose_seq_group_align(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&) [7]
                0.01    0.00 2666600/2705220     mean_difference(std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&, int, std::vector<float, std::allocator<float> >) [17]
[39]     0.0    0.01    0.00 2705220         std::vector<Sequence, std::allocator<Sequence> >::size() const [39]
-----------------------------------------------
                0.01    0.00 2669970/2669970     UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&) [5]
[40]     0.0    0.01    0.00 2669970         std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >::operator[](unsigned long) [40]
-----------------------------------------------
                0.01    0.00 2666600/2666600     std::_Iter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, true>::_S_base(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [42]
[41]     0.0    0.01    0.00 2666600         __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::base() const [41]
-----------------------------------------------
                0.00    0.01 2666600/2666600     std::_Niter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [44]
[42]     0.0    0.00    0.01 2666600         std::_Iter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, true>::_S_base(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [42]
