Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.01     99.80     0.01  1333301     0.00     0.00  void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&)
  0.01     99.81     0.01  1333300     0.00     0.00  std::vector<float, std::allocator<float> >::begin() const
  0.01     99.82     0.01  1333300     0.00     0.00  float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*)
  0.01     99.83     0.01  1333300     0.00     0.00  float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*)
  0.01     99.84     0.01    58716     0.00     0.00  void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&)
  0.01     99.85     0.01      153     0.00     0.00  nw_on_group(std::vector<int, std::allocator<int> >&, int, int, std::vector<Sequence, std::allocator<Sequence> >&, std::vector<Sequence, std::allocator<Sequence> >&)
  0.01     99.86     0.01        1     0.01    63.24  calc_distances(int, std::vector<Sequence, std::allocator<Sequence> >&)
  0.01     99.87     0.01        1     0.01    36.64  UPGMA(std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > >&, std::vector<float, std::allocator<float> >&)
  0.01     99.88     0.01  2666601     0.00     0.00  std::allocator<float>::allocator(std::allocator<float> const&)
  0.01     99.88     0.01  1333300     0.00     0.00  std::allocator_traits<std::allocator<float> >::select_on_container_copy_construction(std::allocator<float> const&)
  0.01     99.89     0.01    10488     0.00     0.00  void std::__alloc_on_move<std::allocator<Sequence> >(std::allocator<Sequence>&, std::allocator<Sequence>&)
  0.01     99.89     0.01     9836     0.00     0.00  bool std::operator==<Sequence*>(std::move_iterator<Sequence*> const&, std::move_iterator<Sequence*> const&)
  0.00     99.89     0.00  6858532     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::operator[](unsigned long)
  0.00     99.89     0.00  4719924     0.00     0.00  Sequence::~Sequence()
  0.00     99.89     0.00  3285517     0.00     0.00  std::sqrt(float)
  0.00     99.89     0.00  2666602     0.00     0.00  __gnu_cxx::new_allocator<float>::~new_allocator()
  0.00     99.89     0.00  2666602     0.00     0.00  std::allocator<float>::~allocator()
  0.00     99.89     0.00  2666602     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator()
  0.00     99.89     0.00  2666601     0.00     0.00  __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&)
  0.00     99.89     0.00  2666600     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator(float const* const&)
  0.00     99.89     0.00  2666600     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, false>::_S_base(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00     99.89     0.00  2666600     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, true>::_S_base(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00     99.89     0.00  2666600     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00     99.89     0.00  1333301     0.00     0.00  __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long)
  0.00     99.89     0.00  1333301     0.00     0.00  __gnu_cxx::new_allocator<float>::max_size() const
  0.00     99.89     0.00  1333301     0.00     0.00  std::_Iter_base<float*, false>::_S_base(float*)
  0.00     99.89     0.00  1333301     0.00     0.00  void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)
  0.00     99.89     0.00  1333301     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long)
  0.00     99.89     0.00  1333301     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long)
  0.00     99.89     0.00  1333301     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::~_Vector_base()
  0.00     99.89     0.00  1333301     0.00     0.00  std::vector<float, std::allocator<float> >::~vector()
  0.00     99.89     0.00  1333301     0.00     0.00  std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*)
  0.00     99.89     0.00  1333301     0.00     0.00  void std::_Destroy<float*>(float*, float*)
  0.00     99.89     0.00  1333300     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<float> >::_S_select_on_copy(std::allocator<float> const&)
  0.00     99.89     0.00  1333300     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const
  0.00     99.89     0.00  1333300     0.00     0.00  std::vector<float, std::allocator<float> >::end() const
  0.00     99.89     0.00  1333300     0.00     0.00  std::vector<float, std::allocator<float> >::size() const
  0.00     99.89     0.00  1333300     0.00     0.00  float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*)
  0.00     99.89     0.00  1333300     0.00     0.00  std::enable_if<!std::allocator_traits<std::allocator<float> >::__select_helper<std::allocator<float> const>::value, std::allocator<float> const>::type std::allocator_traits<std::allocator<float> >::_S_select<std::allocator<float> const>(std::allocator<float> const&)
  0.00     99.89     0.00  1333300     0.00     0.00  float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*)
  0.00     99.89     0.00  1333300     0.00     0.00  std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&)
  0.00     99.89     0.00  1333300     0.00     0.00  float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*)
  0.00     99.89     0.00  1333300     0.00     0.00  float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&)
  0.00     99.89     0.00  1333300     0.00     0.00  float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*)
  0.00     99.89     0.00   191079     0.00     0.00  std::remove_reference<Sequence*&>::type&& std::move<Sequence*&>(Sequence*&)
  0.00     99.89     0.00   117432     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00     99.89     0.00   117432     0.00     0.00  std::allocator<int>::~allocator()
  0.00     99.89     0.00   117432     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00     99.89     0.00    63693     0.00     0.00  void std::swap<Sequence*>(Sequence*&, Sequence*&)
  0.00     99.89     0.00    60804     0.00     0.00  Sequence* std::__addressof<Sequence>(Sequence&)
  0.00     99.89     0.00    58716     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00     99.89     0.00    58716     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00     99.89     0.00    58716     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00     99.89     0.00    58716     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00     99.89     0.00    58716     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00     99.89     0.00    58716     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00     99.89     0.00    58716     0.00     0.00  std::allocator<int>::allocator()
  0.00     99.89     0.00    58716     0.00     0.00  std::_Iter_base<int*, false>::_S_base(int*)
  0.00     99.89     0.00    58716     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00     99.89     0.00    58716     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00     99.89     0.00    58716     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.00     99.89     0.00    58716     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00     99.89     0.00    58716     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00     99.89     0.00    58716     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long)
  0.00     99.89     0.00    58716     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&)
  0.00     99.89     0.00    58716     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00     99.89     0.00    58716     0.00     0.00  void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00     99.89     0.00    58716     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&)
  0.00     99.89     0.00    58716     0.00     0.00  std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*)
  0.00     99.89     0.00    58716     0.00     0.00  void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00     99.89     0.00    58716     0.00     0.00  int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00     99.89     0.00    58716     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00     99.89     0.00    58716     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00     99.89     0.00    58563     0.00     0.00  run_pairwise_alignment(Sequence&, Sequence&, bool)
  0.00     99.89     0.00    40291     0.00     0.00  operator new(unsigned long, void*)
  0.00     99.89     0.00    39780     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::_M_get_Tp_allocator()
  0.00     99.89     0.00    38074     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >::base() const
  0.00     99.89     0.00    35595     0.00     0.00  Sequence const& std::forward<Sequence const&>(std::remove_reference<Sequence const&>::type&)
  0.00     99.89     0.00    33571     0.00     0.00  void std::_Destroy<Sequence>(Sequence*)
  0.00     99.89     0.00    23027     0.00     0.00  __gnu_cxx::new_allocator<Sequence>::~new_allocator()
  0.00     99.89     0.00    23027     0.00     0.00  std::allocator<Sequence>::~allocator()
  0.00     99.89     0.00    22229     0.00     0.00  __gnu_cxx::new_allocator<Sequence>::new_allocator(__gnu_cxx::new_allocator<Sequence> const&)
  0.00     99.89     0.00    22229     0.00     0.00  std::allocator<Sequence>::allocator(std::allocator<Sequence> const&)
  0.00     99.89     0.00    21486     0.00     0.00  std::remove_reference<std::vector<Sequence, std::allocator<Sequence> >&>::type&& std::move<std::vector<Sequence, std::allocator<Sequence> >&>(std::vector<Sequence, std::allocator<Sequence> >&)
  0.00     99.89     0.00    21231     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::_Vector_impl::_M_swap_data(std::_Vector_base<Sequence, std::allocator<Sequence> >::_Vector_impl&)
  0.00     99.89     0.00    19672     0.00     0.00  std::move_iterator<Sequence*>::base() const
  0.00     99.89     0.00    17991     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >::base() const
  0.00     99.89     0.00    16504     0.00     0.00  bool __gnu_cxx::operator!=<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >(__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > > const&, __gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > > const&)
  0.00     99.89     0.00    15609     0.00     0.00  void std::_Construct<Sequence, Sequence const&>(Sequence*, Sequence const&)
  0.00     99.89     0.00    15409     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >::operator++()
  0.00     99.89     0.00    15409     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >::operator*() const
  0.00     99.89     0.00    13608     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Sequence*>(Sequence*, Sequence*)
  0.00     99.89     0.00    13608     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::_M_deallocate(Sequence*, unsigned long)
  0.00     99.89     0.00    13608     0.00     0.00  void std::_Destroy<Sequence*>(Sequence*, Sequence*)
  0.00     99.89     0.00    13608     0.00     0.00  void std::_Destroy<Sequence*, Sequence>(Sequence*, Sequence*, std::allocator<Sequence>&)
  0.00     99.89     0.00    12831     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::_M_get_Tp_allocator() const
  0.00     99.89     0.00    12092     0.00     0.00  std::string* std::__addressof<std::string>(std::string&)
  0.00     99.89     0.00    11940     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::_Vector_impl::~_Vector_impl()
  0.00     99.89     0.00    11940     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::~_Vector_base()
  0.00     99.89     0.00    11940     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::~vector()
  0.00     99.89     0.00    11087     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::_Vector_impl::_Vector_impl(std::allocator<Sequence> const&)
  0.00     99.89     0.00    10998     0.00     0.00  std::remove_reference<std::allocator<Sequence>&>::type&& std::move<std::allocator<Sequence>&>(std::allocator<Sequence>&)
  0.00     99.89     0.00    10488     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Sequence> >::_S_propagate_on_move_assign()
  0.00     99.89     0.00    10488     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::get_allocator() const
  0.00     99.89     0.00    10488     0.00     0.00  std::_Vector_base<Sequence, std::allocator<Sequence> >::_Vector_base(std::allocator<Sequence> const&)
  0.00     99.89     0.00    10488     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::_M_move_assign(std::vector<Sequence, std::allocator<Sequence> >&&, std::integral_constant<bool, true>)
  0.00     99.89     0.00    10488     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::vector(std::allocator<Sequence> const&)
  0.00     99.89     0.00    10488     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::operator=(std::vector<Sequence, std::allocator<Sequence> >&&)
  0.00     99.89     0.00    10488     0.00     0.00  void std::__do_alloc_on_move<std::allocator<Sequence> >(std::allocator<Sequence>&, std::allocator<Sequence>&, std::integral_constant<bool, true>)
  0.00     99.89     0.00     9836     0.00     0.00  bool std::operator!=<Sequence*>(std::move_iterator<Sequence*> const&, std::move_iterator<Sequence*> const&)
  0.00     99.89     0.00     8864     0.00     0.00  Sequence::Sequence(Sequence&&)
  0.00     99.89     0.00     8864     0.00     0.00  std::move_iterator<Sequence*>::operator*() const
  0.00     99.89     0.00     8864     0.00     0.00  std::move_iterator<Sequence*>::operator++()
  0.00     99.89     0.00     8864     0.00     0.00  _ZSt10_ConstructI8SequenceIS0_EEvPT_DpOT0_
  0.00     99.89     0.00     8864     0.00     0.00  std::remove_reference<Sequence&>::type&& std::move<Sequence&>(Sequence&)
  0.00     99.89     0.00     8864     0.00     0.00  Sequence&& std::forward<Sequence>(std::remove_reference<Sequence>::type&)
  0.00     99.89     0.00     7729     0.00     0.00  bool __gnu_cxx::operator!=<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >(__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > const&, __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > const&)
  0.00     99.89     0.00     7599     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >::__normal_iterator(Sequence* const&)
  0.00     99.89     0.00     7256     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >::__normal_iterator(Sequence const* const&)
  0.00     99.89     0.00     7023     0.00     0.00  Sequence::operator=(Sequence const&)
  0.00     99.89     0.00     6338     0.00     0.00  void __gnu_cxx::new_allocator<Sequence>::construct<Sequence, Sequence const&>(Sequence*, Sequence const&)
  0.00     99.89     0.00     6338     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Sequence> >::__construct_helper<Sequence, Sequence const&>::value, void>::type std::allocator_traits<std::allocator<Sequence> >::_S_construct<Sequence, Sequence const&>(std::allocator<Sequence>&, Sequence*, Sequence const&)
  0.00     99.89     0.00     6338     0.00     0.00  _ZNSt16allocator_traitsISaI8SequenceEE9constructIS0_IRKS0_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS1_PT_DpOS6_
  0.00     99.89     0.00     6046     0.00     0.00  _ZSt10_ConstructISsIRKSsEEvPT_DpOT0_
  0.00     99.89     0.00     6046     0.00     0.00  std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&)
  0.00     99.89     0.00     6046     0.00     0.00  void std::_Destroy<std::string>(std::string*)
  0.00     99.89     0.00     5196     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >::operator++()
  0.00     99.89     0.00     5196     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >::operator*() const
  0.00     99.89     0.00     5066     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >, false>::_S_base(__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     5066     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     5066     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > > >(__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     5066     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > > >(__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     4211     0.00     0.00  __gnu_cxx::new_allocator<Sequence>::max_size() const
  0.00     99.89     0.00     3628     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::end() const
  0.00     99.89     0.00     3628     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::begin() const
  0.00     99.89     0.00     3370     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Sequence> >::_S_propagate_on_copy_assign()
  0.00     99.89     0.00     3370     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::capacity() const
  0.00     99.89     0.00     3370     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::operator=(std::vector<Sequence, std::allocator<Sequence> > const&)
  0.00     99.89     0.00     2760     0.00     0.00  void std::_Construct<Sequence, Sequence&>(Sequence*, Sequence&)
  0.00     99.89     0.00     2760     0.00     0.00  Sequence& std::forward<Sequence&>(std::remove_reference<Sequence&>::type&)
  0.00     99.89     0.00     2615     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Sequence, std::allocator<Sequence> >*, std::vector<std::vector<Sequence, std::allocator<Sequence> >, std::allocator<std::vector<Sequence, std::allocator<Sequence> > > > >::__normal_iterator(std::vector<Sequence, std::allocator<Sequence> >* const&)
  0.00     99.89     0.00     2533     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     2533     0.00     0.00  Sequence* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<Sequence const*, Sequence*>(Sequence const*, Sequence const*, Sequence*)
  0.00     99.89     0.00     2533     0.00     0.00  void std::_Destroy_aux<false>::__destroy<__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > >(__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     2533     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::end()
  0.00     99.89     0.00     2533     0.00     0.00  std::vector<Sequence, std::allocator<Sequence> >::begin()
  0.00     99.89     0.00     2533     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > >(__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     2533     0.00     0.00  Sequence* std::__copy_move_a<false, Sequence const*, Sequence*>(Sequence const*, Sequence const*, Sequence*)
  0.00     99.89     0.00     2533     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > >(__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     2533     0.00     0.00  __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > std::copy<__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > >(__gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence const*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     2533     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > > >(__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >)
  0.00     99.89     0.00     2533     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >, Sequence>(__gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >, __gnu_cxx::__normal_iterator<Sequence*, std::vector<Sequence, std::allocator<Sequence> > >, std::allocator<Sequence>&)
  0.00     99.89     0.00     2267     0.00     0.00  __gnu_cxx::new_allocator<Sequence>::deallocate(Sequence*, unsigned long)
